id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
454342,454343,WN,1002,BWI,BNA,1,545,120,0
20644,20645,UA,491,DEN,PHX,4,492,129,0
237961,237962,XE,2116,IAH,COS,2,1112,141,0
203000,203001,XE,2828,DAL,IAH,7,1140,62,0
528734,528735,WN,1637,SAN,SMF,5,595,95,0
347059,347060,B6,767,MCO,PSE,1,1413,160,0
367982,367983,AS,676,SEA,DEN,3,460,155,0
361991,361992,9E,4076,BNA,MSP,2,1100,140,0
7715,7716,WN,561,LAS,LAX,3,740,65,0
294092,294093,B6,586,FLL,HPN,5,1245,167,0
177927,177928,DL,1275,JFK,SLC,6,565,325,0
389576,389577,EV,5181,ATL,MLU,4,615,110,0
517992,517993,EV,5127,ATL,FAY,4,975,76,0
517708,517709,EV,5086,BHM,ATL,4,960,75,0
276980,276981,DL,2806,SFO,MSP,5,360,222,0
310247,310248,B6,1069,JFK,AUS,6,1230,261,0
33390,33391,MQ,3674,CLT,MIA,4,1155,130,0
420346,420347,FL,373,LGA,ATL,6,533,162,0
355917,355918,DL,2052,MTJ,ATL,2,785,190,0
330661,330662,WN,2198,OKC,STL,1,425,80,0
217640,217641,WN,186,HOU,JAN,1,960,65,0
255297,255298,OO,6672,SPI,ORD,3,1107,58,0
93670,93671,OO,6573,HDN,DEN,1,769,56,0
199489,199490,OO,6474,LAX,ABQ,7,960,109,0
367947,367948,WN,592,PHX,LAS,3,455,65,0
225976,225977,AA,2081,MCO,DFW,2,465,180,0
115131,115132,B6,1293,BOS,PIT,2,982,106,0
168321,168322,DL,25,ATL,RDU,5,975,83,0
212805,212806,OO,4540,MSO,SLC,1,703,82,0
427236,427237,CO,246,IAH,ORD,6,945,157,0
95995,95996,US,638,PHX,ONT,1,890,74,0
22311,22312,WN,1004,MCI,OKC,4,575,70,0
113306,113307,FL,1401,MCO,ROC,2,884,156,0
381883,381884,OO,6283,LAX,IYK,3,1180,52,0
404098,404099,WN,801,PHX,BWI,5,420,255,0
22250,22251,EV,5136,ATL,VPS,4,572,78,0
422279,422280,DL,1049,ATL,SAT,6,655,165,0
38977,38978,US,1576,PBI,CLT,5,505,113,0
85054,85055,AA,1877,DFW,LAS,7,1360,190,0
343897,343898,MQ,3451,DFW,XNA,1,1110,65,0
323835,323836,MQ,3933,ICT,ORD,7,1025,120,0
268386,268387,YV,1055,OGG,HNL,4,845,32,0
451981,451982,UA,749,SEA,SFO,1,429,136,0
216481,216482,UA,618,ORD,DCA,1,897,111,0
99652,99653,WN,1421,SEA,PHX,1,1080,170,0
244006,244007,FL,954,BWI,FLL,3,505,160,0
245085,245086,US,29,CLT,ATL,3,560,79,0
457462,457463,B6,53,ROC,JFK,1,707,73,0
279391,279392,B6,1795,DCA,FLL,5,470,151,0
289209,289210,XE,2346,IAH,HSV,5,975,103,0
23969,23970,WN,786,TPA,FLL,4,660,60,0
50351,50352,HA,235,OGG,HNL,5,1092,34,0
223204,223205,OO,4452,SLC,LWS,1,1310,91,0
377167,377168,EV,5256,VPS,ATL,3,935,80,0
393760,393761,YV,1037,HNL,LIH,4,830,37,0
397880,397881,US,1649,DCA,TPA,4,1045,144,0
395120,395121,UA,686,ORD,LGA,4,903,126,0
463144,463145,OO,4777,SLC,ABQ,1,1010,103,0
59749,59750,WN,444,ELP,PHX,6,685,80,0
127045,127046,9E,4226,CVG,ORF,3,690,99,0
452232,452233,US,578,SLC,PHX,1,440,102,0
418824,418825,XE,3122,MSY,IAH,6,433,75,0
178618,178619,DL,1143,CHS,ATL,6,605,77,0
61278,61279,HA,148,HNL,KOA,6,776,43,0
413480,413481,CO,855,PBI,EWR,5,935,175,0
140600,140601,DL,1492,PHX,MSP,4,475,184,0
376483,376484,DL,2498,PDX,MSP,3,900,191,0
151881,151882,WN,3394,MCI,FLL,4,1055,180,0
451954,451955,WN,2819,SLC,LAX,1,425,125,0
56262,56263,B6,1051,JFK,PIT,6,490,97,0
382971,382972,YV,2863,PHX,FLG,3,1255,62,0
150050,150051,DL,2770,MEM,MSP,4,965,129,0
18974,18975,WN,2038,ELP,DAL,4,405,95,0
534236,534237,MQ,3693,RIC,MIA,5,895,160,0
217521,217522,US,256,PHX,PHL,1,955,258,0
369982,369983,US,29,CLT,ATL,3,560,79,0
358071,358072,FL,850,MCO,ATL,2,897,95,0
56799,56800,UA,423,SFO,SEA,6,515,123,0
100700,100701,WN,803,SJC,PHX,1,1140,105,0
386246,386247,DL,2012,ATL,ORD,4,445,127,0
141059,141060,OO,6935,ACV,CEC,4,496,27,0
104276,104277,OH,6457,ORF,CVG,2,392,121,0
248930,248931,UA,670,MSY,IAD,3,768,147,0
423204,423205,B6,585,HPN,FLL,6,705,179,0
17352,17353,AS,871,HNL,ANC,3,1325,356,0
182629,182630,AA,1120,ORD,STL,6,840,65,0
119356,119357,AA,1659,ORD,MCI,2,1225,85,0
333984,333985,B6,462,RSW,BOS,1,597,174,0
113644,113645,DL,1832,ORD,MSP,2,900,90,0
119332,119333,US,1022,CLT,RIC,2,1220,68,0
159010,159011,WN,609,PHX,LAX,5,490,85,0
445741,445742,YV,2734,PHX,LGB,7,1068,80,0
17746,17747,DL,2710,DFW,ATL,4,345,132,0
250295,250296,OH,6667,DTW,AZO,3,840,55,0
490988,490989,UA,227,OMA,DEN,3,527,112,0
205359,205360,AS,16,SEA,MIA,7,1345,335,0
213007,213008,B6,1402,AUS,FLL,1,715,150,0
119654,119655,EV,7352,ATL,VPS,2,1255,74,0
80436,80437,EV,7129,IAD,CHS,7,1027,101,0
432670,432671,OO,4554,GTF,SLC,7,375,94,0
98267,98268,AA,1321,IAD,MIA,1,1015,170,0
342567,342568,WN,2712,IAD,MDW,1,1040,130,0
300696,300697,FL,1412,RSW,FNT,6,640,176,1
487227,487228,FL,557,BUF,ATL,3,350,145,1
495926,495927,WN,3778,PHX,DEN,3,785,105,1
430573,430574,WN,428,DEN,MDW,6,1170,145,1
77832,77833,CO,1618,EWR,TPA,7,890,177,1
491053,491054,WN,280,FLL,JAX,3,530,75,1
280048,280049,AA,2396,EGE,JFK,5,505,250,1
360143,360144,WN,719,BWI,MCO,2,1005,140,1
415828,415829,US,1529,CLT,DEN,5,1100,231,1
124300,124301,CO,309,IAH,PDX,3,540,270,1
464827,464828,WN,393,BOI,RNO,1,1090,70,1
502973,502974,DL,2582,MCO,BDL,3,1155,153,1
282898,282899,9E,3754,DTW,SCE,5,648,81,1
412569,412570,XE,5911,LNK,ORD,5,880,96,1
510941,510942,WN,424,MCO,RSW,4,605,50,1
488363,488364,CO,1131,EWR,DFW,3,400,254,1
462278,462279,YV,2623,CLT,CVG,1,964,89,1
505159,505160,AS,731,SEA,ANC,3,1320,210,1
273638,273639,OO,6238,FAT,LAS,4,1122,80,1
271831,271832,OH,6565,SYR,CVG,4,1029,126,1
284529,284530,XE,5999,GSO,ORD,5,728,125,1
435578,435579,B6,1263,BOS,AUS,7,530,280,1
41830,41831,9E,4147,MDW,DTW,5,651,79,1
359880,359881,WN,644,BUR,SJC,2,990,65,1
247672,247673,B6,1019,BOS,JFK,3,700,68,1
192969,192970,OO,6590,DEN,MEM,7,612,136,1
322625,322626,UA,948,LAX,DEN,7,963,147,1
489719,489720,MQ,3810,ORD,CLE,3,465,80,1
134032,134033,WN,2038,BWI,HOU,3,1060,220,1
505117,505118,DL,2197,DTW,MSP,3,1315,123,1
195440,195441,MQ,2847,CHS,DFW,7,740,190,1
305824,305825,WN,2542,DEN,SLC,6,930,90,1
343980,343981,DL,2058,MCO,JFK,1,1115,157,1
127756,127757,EV,5068,ATL,ILM,3,725,76,1
266622,266623,EV,5081,XNA,ATL,4,752,110,1
294038,294039,MQ,3785,ORD,IAH,5,1240,165,1
470606,470607,9E,4297,DTW,BNA,2,435,110,1
203454,203455,XE,2332,EWR,GSP,7,1165,118,1
218618,218619,OO,7019,MFR,PDX,1,1012,62,1
190831,190832,AA,1205,PHL,DFW,7,500,240,1
449977,449978,YV,2777,PHX,PSP,7,1431,63,1
16917,16918,WN,1502,LAS,PDX,3,1265,140,1
164440,164441,AA,1607,TUL,DFW,5,770,70,1
485719,485720,B6,445,BOS,TPA,2,1230,199,1
476177,476178,DL,1947,LGA,ATL,2,720,160,1
182158,182159,UA,570,ORD,CLE,6,810,86,1
129660,129661,AA,560,RNO,ORD,3,830,235,1
216302,216303,OO,6487,TUS,LAX,1,888,91,1
502284,502285,AA,1876,MIA,LGA,3,1120,175,1
465455,465456,OO,6344,DFW,LAX,1,1130,205,1
474213,474214,9E,4136,DTW,ITH,2,620,84,1
320615,320616,WN,2640,BOI,LAS,7,855,100,1
392691,392692,UA,31,LAX,IAD,4,777,293,1
409041,409042,DL,1750,LAS,MSP,5,683,192,1
171494,171495,EV,5280,MEM,BNA,5,1140,62,1
289218,289219,OO,4637,LAS,LAX,5,976,73,1
191760,191761,US,1052,CLT,LGA,7,545,98,1
536001,536002,XE,5923,BHM,ORD,5,1003,134,1
362854,362855,WN,3484,SEA,SMF,2,1145,105,1
147207,147208,OO,6346,SBP,SFO,4,811,61,1
401613,401614,XE,2985,EWR,DTW,4,1260,125,1
73090,73091,WN,411,PHL,LAS,7,635,350,1
117428,117429,MQ,3660,IND,MIA,2,1105,170,1
256947,256948,MQ,4692,JFK,CMH,3,1200,125,1
491635,491636,AA,1627,DFW,MCI,3,565,90,1
347260,347261,UA,756,SFO,DEN,2,345,160,1
406734,406735,WN,193,BWI,BUF,5,560,65,1
367012,367013,WN,3501,MDW,PIT,3,415,80,1
239673,239674,WN,1033,SNA,SJC,2,1215,75,1
529289,529290,OO,6347,BZN,DEN,5,622,98,1
512076,512077,DL,2169,ATL,MCO,4,665,93,1
213253,213254,EV,5526,ATL,FNT,1,725,110,1
371709,371710,WN,6,MCI,MDW,3,650,80,1
460766,460767,MQ,2763,DFW,MGM,1,885,105,1
431678,431679,HA,4,HNL,LAX,6,1330,325,1
358224,358225,B6,1759,FLL,SJU,2,905,150,1
379074,379075,DL,1537,ATL,MDW,3,1035,117,1
168943,168944,WN,857,MCO,STL,5,1005,155,1
227308,227309,WN,3307,MDW,SAN,2,530,275,1
55530,55531,WN,2596,SEA,PHX,6,445,170,1
86777,86778,B6,521,EWR,MCO,1,420,170,1
176778,176779,MQ,3192,SJC,LAX,6,500,80,1
190075,190076,OO,7029,SFO,SLC,7,450,107,1
32864,32865,EV,5297,ATL,MEM,4,1130,84,1
212951,212952,US,487,CLT,DEN,1,710,234,1
213314,213315,9E,3671,DTW,DLH,1,730,119,1
426755,426756,DL,2196,MSP,LGA,6,915,166,1
223100,223101,DL,1277,ATL,CHS,1,1300,71,1
341891,341892,DL,2743,EWR,ATL,1,1010,159,1
268671,268672,DL,2801,BWI,MSP,4,865,166,1
5740,5741,WN,3110,MDW,PHX,3,635,240,1
119778,119779,XE,2803,IAH,SHV,2,1265,53,1
291998,291999,WN,849,LAS,SEA,5,1120,165,1
440759,440760,AA,902,MIA,DFW,7,810,195,1
380910,380911,AA,1203,DFW,SEA,3,1135,260,1
181123,181124,WN,2406,BNA,MCO,6,745,105,1
98511,98512,FL,652,SAT,ATL,1,1025,135,1
255726,255727,DL,2022,MSP,BOS,3,1135,167,1
289677,289678,WN,32,ABQ,SEA,5,1000,200,1
272073,272074,MQ,4369,CVG,ORD,4,1040,80,1
384747,384748,OO,4753,TUL,SLC,4,370,156,1
309097,309098,FL,1628,MCO,PHL,6,1135,141,1
362815,362816,F9,426,DEN,ATL,2,1145,164,1
167538,167539,WN,1691,BWI,BDL,5,930,70,1
485547,485548,DL,2427,ATL,FLL,2,1215,112,1
478709,478710,DL,2153,MSP,SEA,2,855,222,1
222450,222451,UA,724,DEN,MCI,1,1228,102,1
299557,299558,WN,2762,SJC,SAN,6,575,80,1
6683,6684,OO,6574,RDM,DEN,3,688,136,1
303266,303267,CO,744,IAH,CLE,6,785,156,1
351254,351255,OO,4879,BOI,SLC,2,540,72,1
220041,220042,WN,3763,BWI,ALB,1,1080,70,1
353767,353768,UA,450,SNA,DEN,2,674,136,1
264802,264803,WN,437,SDF,MDW,4,660,70,1
150852,150853,WN,2254,OAK,DEN,4,1005,140,1
428523,428524,WN,1212,SAN,SJC,6,1025,80,1
500007,500008,XE,2350,CLE,MKE,3,1000,79,1
424759,424760,WN,1638,DAL,AUS,6,795,50,1
506798,506799,DL,2673,LGA,MEM,4,395,185,1
267887,267888,WN,48,RDU,MCO,4,820,105,1
401754,401755,AA,2211,DFW,PDX,4,1280,245,1
443100,443101,XE,2505,CLE,RIC,7,930,74,1
127082,127083,F9,618,DEN,IND,3,690,137,1
523635,523636,UA,260,IAD,MCO,4,1315,140,1
421010,421011,WN,2256,MDW,MSP,6,575,85,1
209224,209225,DL,2833,DTW,SAN,1,520,309,1
342611,342612,AS,105,SEA,ANC,1,1045,225,1
282616,282617,WN,9,HOU,OAK,5,630,260,1
360136,360137,WN,1943,STL,MSP,2,1005,90,1
194982,194983,EV,5104,BMI,ATL,7,719,104,1
226925,226926,9E,3755,DTW,RST,2,515,109,1
306489,306490,WN,159,MSY,BNA,6,970,85,1
292875,292876,WN,2210,LIT,DAL,5,1165,65,1
451745,451746,EV,4985,CAK,ATL,1,420,136,1
476458,476459,DL,2807,MCO,MEM,2,733,132,1
521401,521402,WN,155,SFO,SAN,4,1150,85,1
384600,384601,OO,6487,MRY,DEN,4,362,146,1
314294,314295,WN,545,ONT,SMF,7,515,80,1
436899,436900,WN,407,CMH,MDW,7,600,70,1
213991,213992,MQ,3335,CID,DFW,1,765,135,1
456671,456672,EV,5597,ATL,MGM,1,670,60,1
234094,234095,WN,3503,MDW,DEN,2,900,165,1
322807,322808,HA,263,ITO,HNL,7,972,49,1
453551,453552,F9,386,DEN,FLL,1,510,227,1
315761,315762,DL,1727,ATL,FLL,7,598,123,1
368544,368545,XE,5908,ORD,FSD,3,489,96,1
446872,446873,WN,849,PDX,DEN,7,1130,145,1
409679,409680,WN,1209,PDX,OAK,5,715,100,1
445061,445062,DL,2421,MSP,LAX,7,1035,241,1
477041,477042,WN,1395,MSY,STL,2,765,105,1
356790,356791,DL,238,MIA,ATL,2,830,120,1
137848,137849,OO,6549,SFO,SBP,3,1369,67,1
476549,476550,YV,7304,IAD,JAX,2,737,116,1
393946,393947,UA,684,ORD,LGA,4,840,126,1
403247,403248,UA,185,PHL,SFO,5,372,387,1
217596,217597,DL,2594,ATL,PHL,1,960,127,1
478903,478904,WN,1030,RDU,PHX,2,865,305,1
211744,211745,WN,1509,SNA,LAS,1,650,70,1
458738,458739,9E,4101,FNT,MSP,1,779,101,1
246166,246167,YV,7306,SYR,IAD,3,618,77,1
158503,158504,CO,586,IAH,MCO,5,465,133,1
103100,103101,UA,161,SEA,IAD,1,1402,291,1
372877,372878,B6,672,LAX,JFK,3,709,311,1
409155,409156,AA,726,DFW,LGA,5,690,195,1
377189,377190,WN,1860,LIT,HOU,3,935,85,1
365967,365968,WN,3245,PDX,PHX,3,360,155,1
92505,92506,WN,2640,PDX,BOI,1,705,65,1
294040,294041,MQ,3945,ORD,PIT,5,1240,90,1
502790,502791,WN,1070,PHL,MCO,3,1145,165,1
527150,527151,OO,4590,SLC,DEN,5,510,90,1
357462,357463,FL,86,ATL,FLL,2,866,110,1
131343,131344,OO,4816,SLC,DEN,3,920,88,1
397608,397609,DL,1114,SLC,BWI,4,1034,252,1
81789,81790,WN,28,MDW,CLE,7,1095,75,1
98630,98631,WN,541,LAX,SJC,1,1030,65,1
72962,72963,DL,1529,JFK,LAS,7,630,352,1
395686,395687,OO,7037,PSP,LAS,4,932,60,1
432962,432963,WN,2284,OAK,BUR,7,390,70,1
13438,13439,CO,1800,FLL,EWR,3,1050,177,1
107084,107085,MQ,3935,MCI,ORD,2,540,90,1
184440,184441,WN,2947,PDX,SLC,6,955,105,1
367589,367590,AA,334,DFW,BNA,3,440,100,1
229658,229659,WN,778,LAS,SJC,2,660,90,1
8642,8643,AS,76,JNU,SEA,3,795,134,1
339366,339367,XE,2066,RIC,IAH,1,875,202,1
240290,240291,B6,90,OAK,JFK,2,1285,317,1
428199,428200,WN,2179,ONT,SJC,6,1005,70,1
453201,453202,EV,7080,IAD,CAE,1,491,87,1
517633,517634,WN,849,PIT,LAS,4,955,310,1
273199,273200,WN,2705,PVD,BWI,4,1095,85,1
497287,497288,HA,506,HNL,OGG,3,860,39,1
131016,131017,WN,389,BNA,RDU,3,900,80,1
394277,394278,WN,2872,OAK,BUR,4,860,65,1
308478,308479,AS,657,PHX,PDX,6,1090,170,1
515830,515831,OO,6411,SBP,LAX,4,863,61,1
284032,284033,B6,576,MCO,SWF,5,705,155,1
389879,389880,F9,232,DEN,BNA,4,630,150,1
197335,197336,WN,782,MDW,IAD,7,840,110,1
225999,226000,EV,5503,HOU,ATL,2,465,118,1
193482,193483,B6,422,PBI,BOS,7,640,173,1
412063,412064,XE,2317,IAH,GSO,5,851,141,1
16213,16214,WN,1216,BNA,DTW,3,1200,95,1
162175,162176,F9,654,SFO,DEN,5,654,146,1
218203,218204,DL,2615,ATL,PHX,1,990,257,1
74038,74039,DL,2725,BOS,MSP,7,686,194,1
429184,429185,WN,1341,MDW,MSP,6,1065,90,1
220770,220771,WN,56,CRP,HOU,1,1125,50,1
154747,154748,UA,565,SFO,LAX,4,1216,90,1
488722,488723,CO,428,EWR,DEN,3,420,265,1
438403,438404,WN,169,LAS,RNO,7,680,80,1
507362,507363,WN,461,ORF,JAX,4,420,105,1
391409,391410,XE,2256,AVL,EWR,4,705,109,1
387942,387943,B6,150,MCO,JFK,4,530,139,1
190181,190182,9E,3741,ATL,HOU,7,460,141,1
460444,460445,AA,1853,DFW,COS,1,870,115,1
42173,42174,OO,6973,SEA,LAX,5,669,149,1
379252,379253,FL,43,MDW,ATL,3,1042,118,1
7048,7049,WN,2963,SFO,SAN,3,705,85,1
354702,354703,CO,1434,PHX,EWR,2,720,276,1
514783,514784,UA,128,ORD,PHL,4,805,123,1
102800,102801,DL,1129,ATL,ORF,1,1307,98,1
482547,482548,WN,880,PHX,OAK,2,1050,125,1
408192,408193,MQ,2861,DFW,MGM,5,640,100,1
202411,202412,MQ,4529,BOS,JFK,7,1110,90,1
22127,22128,XE,2345,EWR,STL,4,565,187,1
197802,197803,FL,263,MKE,DCA,7,870,109,1
253467,253468,AA,1007,MIA,PHX,3,1015,320,1
280469,280470,WN,681,LAX,BNA,5,520,230,1
152804,152805,WN,44,DAL,MCI,4,1105,85,1
532862,532863,OO,6420,BZN,DEN,5,816,104,1
532354,532355,UA,734,ORD,PIT,5,786,88,1
227733,227734,WN,1178,STL,BOS,2,555,155,1
451421,451422,OO,7019,SBP,SFO,1,404,72,1
265733,265734,XE,2670,STL,EWR,4,705,143,1
522702,522703,B6,1219,BOS,BUF,4,1230,89,1
476032,476033,WN,698,TPA,BNA,2,710,110,1
244578,244579,WN,1752,SFO,SAN,3,530,85,1
303199,303200,MQ,4657,ATL,LGA,6,780,125,1
164550,164551,OO,6286,PSP,LAS,5,775,60,1
394289,394290,XE,2876,CRP,IAH,4,860,59,1
292216,292217,F9,498,CAK,DEN,5,1135,199,1
241189,241190,OO,6434,SBP,LAX,3,360,62,1
213817,213818,DL,1021,ALB,ATL,1,755,169,1
85772,85773,CO,151,RDU,IAH,1,365,180,1
447516,447517,DL,1146,PIT,DTW,7,1165,83,1
287939,287940,AS,470,SEA,LAX,5,910,157,1
227957,227958,EV,5173,ATL,BHM,2,570,59,1
147923,147924,WN,941,BWI,CLE,4,850,75,1
428972,428973,XE,3113,CLE,CLT,6,1050,87,1
381039,381040,CO,1441,IAH,AUS,3,1140,57,1
295434,295435,OO,6258,MOD,SFO,6,350,38,1
349839,349840,B6,987,JFK,MCO,2,473,170,1
389293,389294,WN,2095,PHX,DEN,4,600,110,1
535392,535393,AA,1366,DFW,MEM,5,965,85,1
522998,522999,AA,1539,ORD,STL,4,1255,70,1
439708,439709,XE,2459,CLT,IAH,7,748,172,1
401356,401357,WN,974,PHX,DEN,4,1240,105,1
340930,340931,EV,4942,ATL,JAN,1,960,84,1
99905,99906,WN,3846,DTW,STL,1,1095,105,1
433028,433029,WN,1295,PHL,MCO,7,395,160,1
401603,401604,WN,3930,AUS,DAL,4,1260,55,1
307181,307182,MQ,4589,MSP,LGA,6,1015,165,1
373162,373163,DL,1043,CHS,ATL,3,723,77,1
381221,381222,WN,60,TPA,HOU,3,1145,150,1
8190,8191,MQ,4128,MDT,ORD,3,770,135,1
275337,275338,WN,890,SAN,SFO,4,1215,90,1
510635,510636,WN,1628,BNA,STL,4,590,65,1
237077,237078,WN,420,AUS,DEN,2,1060,145,1
200217,200218,WN,1568,STL,BWI,7,995,115,1
453143,453144,OO,6334,DEN,SLC,1,487,101,1
329397,329398,OO,7799,COD,SLC,1,364,97,1
423272,423273,OO,4814,SFO,SLC,6,709,110,1
39520,39521,AS,12,SEA,BOS,5,530,316,1
99917,99918,XE,2875,DAY,IAH,1,1095,165,1
472112,472113,WN,1508,BUR,SMF,2,510,80,1
99722,99723,MQ,4051,ORD,BNA,1,1085,90,1
66600,66601,US,1769,LGA,CLT,6,1137,128,1
315980,315981,FL,790,STL,ATL,7,608,89,1
273584,273585,AA,427,AUS,LAX,4,1120,195,1
294838,294839,WN,174,SJC,SAN,5,1315,75,1
514143,514144,OO,6522,LAX,PHX,4,771,78,1
40526,40527,DL,1324,ATL,RIC,5,585,103,1
227393,227394,UA,59,SFO,KOA,2,536,337,1
127810,127811,UA,844,SEA,SFO,3,728,136,1
452318,452319,UA,160,PDX,DEN,1,445,151,1
52574,52575,DL,1670,SLC,PDX,5,1220,123,1
149853,149854,WN,1945,BHM,MDW,4,955,110,1
266955,266956,AA,474,DFW,ATL,4,775,120,1
306106,306107,F9,145,HOU,DEN,6,949,141,1
420626,420627,CO,1407,IAH,SJC,6,550,254,1
273467,273468,WN,169,OMA,MDW,4,1110,85,1
194796,194797,US,1429,CLT,ATL,7,706,84,1
430577,430578,XE,2279,EWR,TYS,6,1170,130,1
387555,387556,WN,918,PVD,BWI,4,510,80,1
257833,257834,DL,2916,MSP,BZN,3,1290,154,1
60896,60897,WN,2776,MCO,STL,6,750,155,1
116102,116103,AA,1284,DFW,CLT,2,1035,140,1
428582,428583,MQ,2817,EVV,DFW,6,1030,130,1
379620,379621,DL,2586,ATL,LGA,3,1060,139,1
362201,362202,FL,518,CMH,ATL,2,1110,100,1
327910,327911,YV,2831,PHX,TUS,7,1260,46,1
452913,452914,DL,1110,IND,DTW,1,479,81,1
72727,72728,OO,6489,CIC,SFO,7,616,65,1
265595,265596,OO,6225,GEG,SEA,4,700,71,1
34279,34280,EV,5273,DTW,JAX,4,1205,146,1
197641,197642,WN,1727,FLL,STL,7,860,180,1
507712,507713,CO,1048,IAH,FLL,4,440,140,1
399015,399016,AA,2026,DFW,RSW,4,1105,140,1
324204,324205,9E,4272,DTW,PVD,7,1045,116,1
424186,424187,WN,1721,SAN,DEN,6,760,135,1
19875,19876,WN,3232,JAX,FLL,4,450,70,1
425891,425892,WN,3024,MHT,BWI,6,865,100,1
377670,377671,WN,919,BDL,BWI,3,960,75,1
214335,214336,EV,5358,ATL,SYR,1,785,125,1
106271,106272,WN,1868,MDW,SDF,2,500,65,1
526002,526003,AA,2306,EGE,DFW,5,450,145,1
265614,265615,WN,271,SAN,BNA,4,700,220,1
481427,481428,WN,3050,LAS,BUF,2,995,260,1
286807,286808,EV,5156,JAN,ATL,5,850,85,1
308651,308652,WN,1544,HOU,SAT,6,1100,55,1
115366,115367,XE,2074,CHS,EWR,2,992,118,1
375333,375334,9E,3909,GRB,DTW,3,840,80,1
360053,360054,WN,460,PIT,BWI,2,1000,70,1
56720,56721,WN,2839,MDW,STL,6,510,65,1
486297,486298,WN,3149,SJC,PHX,2,1280,105,1
298561,298562,OO,6741,LIT,DEN,6,520,162,1
27006,27007,DL,1147,ATL,PBI,4,820,105,1
295427,295428,MQ,3014,FAT,LAX,6,350,65,1
274482,274483,WN,2381,LGA,MDW,4,1165,160,1
110652,110653,EV,5230,ATL,GSO,2,735,75,1
253234,253235,DL,1119,ATL,RIC,3,1000,94,1
247658,247659,EV,5371,TLH,ATL,3,699,74,1
27214,27215,DL,1593,DTW,IND,4,830,72,1
522767,522768,OH,6311,ATL,CRW,4,1231,88,1
399895,399896,WN,3428,SDF,MDW,4,1150,70,1
52290,52291,DL,1526,FLL,ATL,5,1200,118,1
28807,28808,9E,3971,ATL,ICT,4,915,148,1
45409,45410,WN,3421,DEN,SFO,5,835,165,1
301257,301258,WN,1828,MDW,BOS,6,670,135,1
471811,471812,UA,568,ORD,SJU,2,496,275,1
339962,339963,OO,4640,MSP,CLE,1,905,121,1
321358,321359,FL,850,MCO,ATL,7,895,93,1
54951,54952,B6,240,LGB,OAK,6,415,78,1
82559,82560,DL,245,JFK,LAX,7,1140,390,1
126173,126174,XE,2150,GRR,EWR,3,640,110,1
282869,282870,WN,1122,LAS,SEA,5,645,165,1
480199,480200,WN,293,ABQ,PHX,2,930,75,1
462516,462517,WN,1033,LAS,SAN,1,975,65,1
445242,445243,AA,1151,MSP,ORD,7,1045,95,1
353796,353797,MQ,2908,EVV,DFW,2,675,130,1
350842,350843,WN,524,MCI,IND,2,520,80,1
320073,320074,OO,4604,SLC,DEN,7,825,85,1
244979,244980,AA,721,LGA,DFW,3,555,260,1
521164,521165,MQ,4291,IND,ORD,4,1140,80,1
141292,141293,AA,2022,SJU,ORD,4,510,305,1
199968,199969,EV,7359,EWR,DTW,7,985,129,1
176177,176178,US,400,CMH,PHX,6,465,274,1
511368,511369,XE,3000,IAH,BTR,4,625,68,1
506423,506424,WN,1914,DTW,BWI,4,375,100,1
210103,210104,WN,1115,MDW,MSP,1,565,85,1
353730,353731,WN,1219,SLC,ABQ,2,670,90,1
274934,274935,US,834,CLT,PVD,4,1190,112,1
226816,226817,DL,1683,IND,SLC,2,510,224,1
269975,269976,WN,31,HOU,HRL,4,930,60,1
15043,15044,9E,4128,RDU,BDL,3,1140,125,1
306366,306367,AA,1990,MIA,MCO,6,965,60,1
360746,360747,WN,108,MDW,LIT,2,1035,105,1
270071,270072,WN,2450,SNA,SFO,4,935,80,1
272133,272134,EV,5213,CHA,ATL,4,1043,52,1
239752,239753,DL,1240,ATL,SDF,2,1221,78,1
224983,224984,WN,1944,SAN,OAK,2,415,95,1
49611,49612,DL,1522,GRR,DTW,5,1055,65,1
251001,251002,WN,2383,MCO,DEN,3,880,260,1
206363,206364,WN,3756,LAX,SMF,1,375,80,1
155878,155879,DL,2554,SFO,DTW,4,1365,272,1
417177,417178,XE,2084,IAH,TUL,5,1280,83,1
477009,477010,CO,596,LAS,IAH,2,765,179,1
66392,66393,WN,1899,HOU,JAN,6,1120,70,1
249400,249401,AA,2058,DFW,SJU,3,795,265,1
198743,198744,UA,233,MCO,ORD,7,916,175,1
218979,218980,OH,6601,RDU,MCO,1,1030,119,1
374556,374557,WN,698,BNA,RDU,3,795,80,1
345573,345574,WN,3159,MCI,SAN,1,1200,220,1
369408,369409,DL,2660,MEM,LGA,3,530,159,1
495683,495684,EV,5264,ATL,FAY,3,775,69,1
167568,167569,UA,186,SFO,PHL,5,933,326,1
309660,309661,WN,2163,SJC,BUR,6,1170,60,1
266777,266778,EV,5223,TRI,ATL,4,763,76,1
498475,498476,DL,2038,ATL,DCA,3,920,105,1
70682,70683,DL,1483,SLC,LAS,7,508,92,1
266801,266802,CO,596,LAS,IAH,4,765,179,1
123137,123138,UA,361,LGA,DEN,3,480,276,1
536655,536656,WN,1820,LAX,SFO,5,1045,75,1
534574,534575,OO,7791,SUN,SLC,5,914,66,1
248564,248565,WN,1234,OAK,SAN,3,745,85,1
413308,413309,MQ,3059,FAT,LAX,5,925,65,1
